text,label
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main. Reference ID: 844238.,0
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior. Reference ID: 364255.",0
"SECURITY ALERT: Someone accessed your Apple ID from an unknown device in Nigeria. If this was not you, verify your identity and enter your OTP immediately at http://appleid-support-security.xyz Case Ticket #68961.",1
Your Amazon package with order ID #9384729 has been delivered to your front porch. Thank you for shopping with us. Reference ID: 537588.,0
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz Case Ticket #97164.,1
"Hi John, hope you had a great weekend. Let's touch base regarding the Q3 roadmap after the standup meeting.",0
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating? Reference ID: 616137.",0
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz Case Ticket #28302.,1
SMS Warning: Your package cannot be delivered due to missing house number and an unpaid customs fee of $2.99. Pay and update address within 12 hours: http://usps-parcel-tracking-fee.click/redelivery Case Ticket #43152.,1
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app. Reference ID: 952660.,0
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim",1
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2. Reference ID: 758623.,0
Your Swiggy order has been picked up and is on its way. Estimated arrival time: 25 minutes. Reference ID: 247118.,0
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday. Reference ID: 816734.",0
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me. Case Ticket #42049.",1
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main.,0
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block",1
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block Case Ticket #81219.",1
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone. Reference ID: 170674.,0
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz Case Ticket #47641.,1
Netflix: We have updated our Terms of Use to better explain how our recommendations work. No action required. Reference ID: 152497.,0
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment?",0
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block",1
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2. Reference ID: 335637.,0
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim",1
Your Amazon package with order ID #9384729 has been delivered to your front porch. Thank you for shopping with us. Reference ID: 703587.,0
"Hi John, hope you had a great weekend. Let's touch base regarding the Q3 roadmap after the standup meeting. Reference ID: 984539.",0
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim Case Ticket #47282.",1
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment?",0
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 884179.,0
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2. Reference ID: 262184.,0
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2.,0
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes.",0
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app.,0
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app.,0
"Dear Customer, your KYC details have expired. Your bank account will be blocked by midnight. Complete e-KYC immediately by entering PAN and Aadhaar: http://online-kyc-update.tk",1
ALERT: Your SIM card is being swapped by an unauthorized user. Enter the OTP sent to your phone right now on http://sim-swap-security.tk to cancel the request.,1
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840.",0
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz Case Ticket #32273.,1
Hey! Are you free for lunch today at the cafeteria around 1:00 PM? Reference ID: 141889.,0
Netflix: We have updated our Terms of Use to better explain how our recommendations work. No action required. Reference ID: 489307.,0
"Dear Customer, your KYC details have expired. Your bank account will be blocked by midnight. Complete e-KYC immediately by entering PAN and Aadhaar: http://online-kyc-update.tk Case Ticket #72026.",1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 185097.,0
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating?",0
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change. Reference ID: 360647.,0
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840.",0
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main.,0
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz Case Ticket #39133.,1
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2. Reference ID: 442976.,0
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment?",0
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz,1
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account Case Ticket #45195.,1
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim Case Ticket #18662.",1
Netflix: We have updated our Terms of Use to better explain how our recommendations work. No action required. Reference ID: 632103.,0
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 711931.,0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone. Reference ID: 233611.,0
"SECURITY ALERT: Someone accessed your Apple ID from an unknown device in Nigeria. If this was not you, verify your identity and enter your OTP immediately at http://appleid-support-security.xyz Case Ticket #10881.",1
ALERT: Your SIM card is being swapped by an unauthorized user. Enter the OTP sent to your phone right now on http://sim-swap-security.tk to cancel the request.,1
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login Case Ticket #61721.",1
Hey! Are you free for lunch today at the cafeteria around 1:00 PM? Reference ID: 435050.,0
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840. Reference ID: 244207.",0
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me.",1
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main.,0
Your Uber driver is arriving in a Silver Toyota Camry (License: 7XYZ89). Please meet them at the pickup point.,0
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block",1
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block",1
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #60123.,1
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday. Reference ID: 373421.",0
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating?",0
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main. Reference ID: 817286.,0
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim",1
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me. Case Ticket #72371.",1
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating?",0
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating? Reference ID: 379682.",0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone. Reference ID: 968195.,0
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior. Reference ID: 297637.",0
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login Case Ticket #32009.",1
Your Swiggy order has been picked up and is on its way. Estimated arrival time: 25 minutes. Reference ID: 816469.,0
"Dear Customer, your KYC details have expired. Your bank account will be blocked by midnight. Complete e-KYC immediately by entering PAN and Aadhaar: http://online-kyc-update.tk",1
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app.,0
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app.,0
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2. Reference ID: 616377.,0
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me.",1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week.,0
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz Case Ticket #48463.,1
Your WhatsApp account will be deleted within 24 hours due to violation of service terms. Confirm your phone number and security pin here: http://whatsapp-verification-service.tk Case Ticket #25552.,1
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior. Reference ID: 384427.",0
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz Case Ticket #35502.,1
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840.",0
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating? Reference ID: 722838.",0
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 622401.,0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone. Reference ID: 167798.,0
Hey! Are you free for lunch today at the cafeteria around 1:00 PM?,0
Your WhatsApp account will be deleted within 24 hours due to violation of service terms. Confirm your phone number and security pin here: http://whatsapp-verification-service.tk Case Ticket #43827.,1
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main.,0
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating? Reference ID: 687905.",0
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2.,0
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior.",0
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840. Reference ID: 508889.",0
ALERT: Your SIM card is being swapped by an unauthorized user. Enter the OTP sent to your phone right now on http://sim-swap-security.tk to cancel the request. Case Ticket #37385.,1
Your Swiggy order has been picked up and is on its way. Estimated arrival time: 25 minutes.,0
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment? Reference ID: 650716.",0
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2.,0
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login",1
"SECURITY ALERT: Someone accessed your Apple ID from an unknown device in Nigeria. If this was not you, verify your identity and enter your OTP immediately at http://appleid-support-security.xyz Case Ticket #42192.",1
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay Case Ticket #74396.,1
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz Case Ticket #29299.,1
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #54240.,1
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating? Reference ID: 519028.",0
URGENT NOTICE from IT Helpdesk: Your Office 365 mailbox is 99% full and will stop receiving emails today. Click here to upgrade storage and re-authenticate your password immediately: http://office365-helpdesk-upgrade.top,1
Hey! Are you free for lunch today at the cafeteria around 1:00 PM?,0
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login Case Ticket #83227.",1
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me. Case Ticket #79605.",1
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz,1
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login Case Ticket #63372.",1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 837010.,0
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim Case Ticket #12026.",1
"Security Alert: A new sign-in was detected on your Windows PC from Chrome browser. If this was you, you can ignore this alert. Reference ID: 767625.",0
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account,1
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay Case Ticket #80950.,1
Netflix Warning: Your monthly subscription payment failed and your account is scheduled for cancellation today. Update your billing credit card details immediately: http://netflix-billing-update.top/account,1
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block",1
Your WhatsApp account will be deleted within 24 hours due to violation of service terms. Confirm your phone number and security pin here: http://whatsapp-verification-service.tk,1
"CONGRATULATIONS! You have won $1,000,000 in the International Mobile Lottery. Send your full name, bank account number, and OTP to claim prize money immediately. Case Ticket #93257.",1
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment? Reference ID: 818644.",0
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes. Reference ID: 815321.",0
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app. Reference ID: 907327.,0
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday. Reference ID: 739280.",0
SMS Warning: Your package cannot be delivered due to missing house number and an unpaid customs fee of $2.99. Pay and update address within 12 hours: http://usps-parcel-tracking-fee.click/redelivery,1
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2. Reference ID: 785362.,0
"FINAL NOTICE: IRS Tax Refund of $3,850.00 is pending. You have 24 hours to confirm your Social Security Number and direct deposit bank details to receive funds: http://irs-refund-portal.click/claim Case Ticket #62751.",1
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change.,0
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz Case Ticket #76968.,1
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating?",0
The project repository pull request #142 'Fix memory leak in buffer pool' has been merged into main. Reference ID: 168590.,0
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #22492.,1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 405619.,0
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840. Reference ID: 947688.",0
"Hi, just following up on the invoice #8392. Could your finance department confirm receipt of the payment?",0
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #28329.,1
"Hi Team, please find attached the meeting minutes and agenda for our weekly sprint review on Tuesday. Reference ID: 963240.",0
"CONGRATULATIONS! You have won $1,000,000 in the International Mobile Lottery. Send your full name, bank account number, and OTP to claim prize money immediately.",1
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840.",0
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone.,0
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history. Reference ID: 553485.,0
Netflix: We have updated our Terms of Use to better explain how our recommendations work. No action required. Reference ID: 327788.,0
"Security Alert: A new sign-in was detected on your Windows PC from Chrome browser. If this was you, you can ignore this alert.",0
Your Swiggy order has been picked up and is on its way. Estimated arrival time: 25 minutes.,0
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #11112.,1
Netflix: We have updated our Terms of Use to better explain how our recommendations work. No action required.,0
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz Case Ticket #77067.,1
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840. Reference ID: 210973.",0
"ALERT: Your Wells Fargo debit card has been locked! Unauthorized transaction of $1,429.00 detected. Click here immediately to cancel the charge: http://192.168.1.50/wellsfargo/cancel-tx",1
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes. Reference ID: 918764.",0
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2.,0
Your Google Calendar reminder: Team Retrospective starts in 15 minutes in Room B2.,0
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay,1
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately.",1
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed.,1
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change.,0
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately. Case Ticket #41127.",1
"Dear Student, the semester exam schedule has been published on the university portal. Please verify your subject codes. Reference ID: 807440.",0
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week. Reference ID: 742978.,0
"Chase Bank Alert: A wire transfer of $5,000 was initiated from your account. If you did NOT authorize this, click here immediately to stop transfer: http://chase-security-fraud-alert.ml/block",1
"CONGRATULATIONS! You have won $1,000,000 in the International Mobile Lottery. Send your full name, bank account number, and OTP to claim prize money immediately. Case Ticket #29099.",1
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz,1
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior.",0
ALERT: Your SIM card is being swapped by an unauthorized user. Enter the OTP sent to your phone right now on http://sim-swap-security.tk to cancel the request.,1
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history.,0
Spotify: Your Weekly Discover playlist is ready with 30 fresh tracks based on your recent listening history. Reference ID: 186997.,0
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz,1
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week.,0
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me.",1
Netflix: We have updated our Terms of Use to better explain how our recommendations work. No action required.,0
"Your flight ticket for AI-302 to San Francisco is confirmed. Terminal 3, Gate 42. Check-in opens 24 hours prior.",0
"CONGRATULATIONS! You have won $1,000,000 in the International Mobile Lottery. Send your full name, bank account number, and OTP to claim prize money immediately. Case Ticket #25496.",1
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone.,0
Thank you for subscribing to The Daily Tech Newsletter. Here is your summary of top cybersecurity articles for this week.,0
"Dear PayPal User, We detected an unauthorized login attempt from Russia. Your account is temporarily restricted. Update your password and credit card details now: http://paypal-resolution-center.xyz/login",1
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone.,0
URGENT NOTICE from IT Helpdesk: Your Office 365 mailbox is 99% full and will stop receiving emails today. Click here to upgrade storage and re-authenticate your password immediately: http://office365-helpdesk-upgrade.top Case Ticket #71408.,1
Your Swiggy order has been picked up and is on its way. Estimated arrival time: 25 minutes.,0
Urgent Notice: Unpaid toll road bill of $6.50. Avoid late fees and vehicle registration suspension by paying now: http://toll-violation-payment.click/pay Case Ticket #74927.,1
"Hey, can you please review the slides for tomorrow's presentation and let me know if any numbers need updating? Reference ID: 450733.",0
Your Swiggy order has been picked up and is on its way. Estimated arrival time: 25 minutes.,0
"Dear customer, your electricity bill of $84.50 for the month of August has been paid successfully. Receipt #93840.",0
Reminder: Doctor appointment scheduled for tomorrow at 3:00 PM with Dr. Sharma. Reply RESCHEDULE if you need to change. Reference ID: 909508.,0
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app.,0
Hey! Are you free for lunch today at the cafeteria around 1:00 PM?,0
Cryptocurrency Alert: MetaMask wallet security compromise detected. Sync your 12-word secret recovery seed phrase immediately to avoid loss of funds: http://metamask-seed-validation.xyz Case Ticket #38080.,1
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz,1
"URGENT! CEO Request: I am currently in a confidential client meeting and need you to urgently wire $45,000 to our vendor or purchase 10 Apple Gift Cards immediately for client gifts. Do not call me.",1
SMS Warning: Your package cannot be delivered due to missing house number and an unpaid customs fee of $2.99. Pay and update address within 12 hours: http://usps-parcel-tracking-fee.click/redelivery,1
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately. Case Ticket #60570.",1
Your Facebook account has been reported for copyright infringement. Submit an appeal within 24 hours or your profile will be permanently deleted: http://facebook-copyright-appeal.xyz Case Ticket #15167.,1
HR Department Alert: All employees must review the mandatory updated salary and bonus schedule for 2026. Enter your corporate network login and password: http://corporate-payroll-login.xyz Case Ticket #89254.,1
Your Swiggy order has been picked up and is on its way. Estimated arrival time: 25 minutes.,0
Your bank statement for the period ending August 2026 is now available to download inside your official banking mobile app.,0
URGENT NOTICE from IT Helpdesk: Your Office 365 mailbox is 99% full and will stop receiving emails today. Click here to upgrade storage and re-authenticate your password immediately: http://office365-helpdesk-upgrade.top Case Ticket #78785.,1
URGENT: Your Bank of America checking account has been SUSPENDED due to suspicious activity. Verify identity immediately at http://bankofamerica-verify-session.tk/auth to restore access or account will be permanently closed. Case Ticket #42450.,1
Your one-time verification code for GitHub is 849201. This code expires in 10 minutes. Never share this code with anyone.,0
"Amazon Fraud Dept: We placed a hold on your order #849204 (MacBook Pro $2,399). Call 1-800-FAKE-NUM or click http://amazon-security-orders.xyz to verify your credit card immediately. Case Ticket #81916.",1
"Security Alert: A new sign-in was detected on your Windows PC from Chrome browser. If this was you, you can ignore this alert. Reference ID: 880973.",0
